S. No.,Gujarati - Hindi Name,English Name,MP3 URL,PDF URL
301,"ગાળો દઈનેયે દાદા, ગાંગડુને તારો દાદા","Gaado Dayiney Dada, Gangdune Taro Dada",https://archive.org/download/KavirajPad/Garo%20Daineye%20Dada%20Gagdune.mp3,https://archive.org/download/KavirajPadLyrics/page_0422.pdf
302,"ગગન ગાજે, ગોખ ગાજે",Gagan gaje Gokha gaje,https://archive.org/download/KavirajPad/Gagan%20Gaje%20Gokh%20Gaje.mp3,https://archive.org/download/KavirajPadLyrics/Gagan%20gaje%20gokha%20gaje-59-09.pdf
303,ગજબ આશ્ચર્યકારી મોક્ષદાની પૂછે નૈ અધિકાર,Gajab Aashcharyakari Mokshadani,https://archive.org/download/KavirajPad/Gajab%20Aashcharyakari%20Mokshadani.mp3,https://archive.org/download/KavirajPadLyrics/CD68-06%20Gajab%20Aaschryakari%20Mokshdani.pdf
304,"ગમે નહીં (૨), કાંઈ ગમે નહીં, દાદા ભગવાન વીના","Game Nahi (2), Kai Game Nahi, Dada Bhagawan Vina",https://archive.org/download/KavirajPad/Game%20Nahi%20Game%20Nahi.mp3,https://archive.org/download/KavirajPadLyrics/page_0368.pdf
305,ગાંડા યા દોઢાં-ડાહ્યાં પણ માને છે પોતાને,Ganda Ya Dodha-Dahya Pann Mane Chhe Potana,https://archive.org/download/KavirajPad/Ganda%20Ya%20Dodh%20Dahya.mp3,https://archive.org/download/KavirajPadLyrics/Ganda%20Ya%20Dodha-Dahya.pdf
306,ગાંડો અહંકાર વીફરે છે ત્યારે,Gando Ahankar Vifare Chhe Tyare,https://archive.org/download/KavirajPad/83_3_Gando%20Ahankar%20Vifare%20Chhe.mp3,https://archive.org/download/KavirajPadLyrics/83_3_Gando%20Ahankar%20Vifare%20Chhe.pdf
307,"ગંગા વહેતી ગંગોત્રીથી, નીચાં નમીને","Ganga Vaheti Gangotrithi, Nicha Namine",https://archive.org/download/KavirajPad/Ganga%20Vaheti%20Gangotrithi.mp3,https://archive.org/download/KavirajPadLyrics/page_0202.pdf
308,"ગાયક, નિર્બંધન દુનિયાનાં",Gayak Nirbandhan Duniyana,https://archive.org/download/KavirajPad/86_10_Gaayak%20Nirbandhan%20Duniyana.mp3,https://archive.org/download/KavirajPadLyrics/86_10_Gaayak%20Nirbandhan%20Duniyana.pdf
309,"ઘણાં પ્રકારે રમણતા, પુદગલ વસ્તી માંય","Ghana Prakare Ramanta, Pudgal Vasti Maay",https://archive.org/download/KavirajPad/Ghana%20Prakare%20Ramanata.mp3,"https://archive.org/download/KavirajPadLyrics/Ghana%20Prakare%20Ramanta,%20Pudgal.pdf"
310,જ્ઞાન-જ્ઞાન અલૌકિક,Gnan Gnan Aloukik,https://archive.org/download/KavirajPad/Gnan%20Gnan%20Aloukik%20Chhe.mp3,https://archive.org/download/KavirajPadLyrics/Gnan-Gnan%20Aloukik.pdf
311,જ્ઞાન-જ્ઞાન વિધ્યાધર મીન મેખ 'સર્વજ્ઞ',Gnan Gnan Vidhyadhar Min Mekh 'Sarvgna',https://archive.org/download/KavirajPad/Gyan%20Gyan%20Vidhadhar%20Min%20Bhekh.mp3,https://archive.org/download/KavirajPadLyrics/Gnan-Gnan%20Vidhyadhar%20Min.pdf
312,"જ્ઞાન પાંચ આજ્ઞામાં, આજ્ઞા પાંચ જ્ઞાન-દીક્ષા","Gnan Panch Aagnama, Aagna Panch Gnan-Diksha",https://archive.org/download/KavirajPad/Gnan%20Panch%20Aagnama.mp3,https://archive.org/download/KavirajPadLyrics/page_0649.pdf
313,જ્ઞાનાંજન હે પરમાનંદમ - (દાદા સ્તુતિ),Gnananjan He Parmanandam - (Dada Stuti),https://archive.org/download/KavirajPad/Gnananjan%20He%20Paramandam%20DADA%20STUTI.mp3,https://archive.org/download/KavirajPadLyrics/Gnananjan%20he(dada%20stuti)%20-%20Rajipo-37-16.pdf
314,જ્ઞાની પુરુષ પોતે જીવતું છે ઉપનીષદ,Gnani Purush Pote Jivtu Chhe Upnishad,https://archive.org/download/KavirajPad/Gnani%20Purush%20Pote.mp3,https://archive.org/download/KavirajPadLyrics/page_0393.pdf
315,"જ્ઞાની પુરૂષનાં દર્શનથી, પાપો ભસ્મીભૂત","Gnani Purushna Darshanathi, Papo Bhasmibhut",https://archive.org/download/KavirajPad/Gnani%20Purushna%20Darshanthi.mp3,https://archive.org/download/KavirajPadLyrics/page_0378.pdf
316,"જ્ઞાની પુરૂષનાં ગુણલાં, જોવાથી જ","Gnani Purushna Gunla, Jovathi J",https://archive.org/download/KavirajPad/Gyani%20Purush%20Na%20Gunala%20Jovathi.mp3,"https://archive.org/download/KavirajPadLyrics/Gnani%20Purushna%20Gunla,%20Jovathi%20J.pdf"
317,,Gnani Purushna Kal Divya,https://archive.org/download/KavirajPad/Gnani%20Purushna%20Kal%20Divya.mp3,
318,"જ્ઞાનોદય પરિત્યાગ, વરતે છે વીતરાગ",Gnanoday Parityag Varte Chhe V,https://archive.org/download/KavirajPad/88_9_Gnanoday%20parityaag.mp3,https://archive.org/download/KavirajPadLyrics/88_9_Gnanoday%20parityaag.pdf
319,ગોલ્ડન જ્યુબીલી,Golden Jubilee,https://archive.org/download/KavirajPad/Golden%20Jubili%20Gun%20Gabhita.mp3,https://archive.org/download/KavirajPadLyrics/Golden%20Jubilee.pdf
320,ગુનેગારો ને સજ્જનની,Gunegaro Ne Sajjanni,https://archive.org/download/KavirajPad/Gunegarone%20Sajjanni.mp3,https://archive.org/download/KavirajPadLyrics/page_0251.pdf
321,"ગુન્હાતીત ભાવ ભારેલા, ધુંવાડે",Gunhatit Bhav Bharela Dhuvade,https://archive.org/download/KavirajPad/88_1_Gunhatit%20bhaav%20bharela%20dumade.mp3,https://archive.org/download/KavirajPadLyrics/88_1_Gunhatit%20bhaav%20bharela%20dumade.pdf
322,"ગુરૂ-ગોવીંદ દોનું આપ, હો વંદન","Guru Govind Donu Aap, Ho Vandan",https://archive.org/download/KavirajPad/Guru%20Govind%20Donu%20Aap.mp3,"https://archive.org/download/KavirajPadLyrics/Guru-Govind%20Donu%20Aap,%20Ho%20Vandan.pdf"
323,ગુરૂ તે કોને કહેવાય,Guru The Kone Kahevaay,https://archive.org/download/KavirajPad/Guru%20Te%20Kone%20Kahevay.mp3,https://archive.org/download/KavirajPadLyrics/page_0209.pdf
324,ગુરૂ-લઘુ સંયોગ-વીયોગી જગત,Guru-Laghu Saiyog-Viyogi Jagat,https://archive.org/download/KavirajPad/Guru%20Laghu%20Sanyog%20Viyogi.mp3,https://archive.org/download/KavirajPadLyrics/Guru-Laghu%20Saiyog-Viyogi.pdf
325,ગુરૂમુખી શિષ્ય લ્હાણ,Gurumukhi Shishy Lhan,https://archive.org/download/KavirajPad/Gurumukhi%20Shishy%20Lahan.mp3,https://archive.org/download/KavirajPadLyrics/CD68-04%20Gurumukhi%20Shishy%20Lahan.pdf
326,ગુરુપૂનમ 'દાદા'ને નામ,Gurupunam 'Dada'Ne Naam,https://archive.org/download/KavirajPad/Gurupunam%20Dadane%20Nam.mp3,https://archive.org/download/KavirajPadLyrics/Gurupunam%20'Dada'Ne%20Naam.pdf
327,"ગુરૂપૂર્ણિમા છે આજે, મુરલી મધુરી","Gurupurnima Chhe Aaje, Murli Madhuri",https://archive.org/download/KavirajPad/GuruPurnima%20Chhe%20Aaje.mp3,"https://archive.org/download/KavirajPadLyrics/Gurupurnima%20Chhe%20Aaje,%20Murli%20Madhuri.pdf"
328,ગુરૂપૂર્ણિમા છે આત્માની,Gurupurnima Chhe Aatmani,https://archive.org/download/KavirajPad/Gurupurnima%20Chhe%20Aatmani.mp3,https://archive.org/download/KavirajPadLyrics/page_0721.pdf
329,"ગુરૂપૂર્ણિમા છે રામ, તારૂં કાઢી લેજે","Gurupurnima Chhe Ram, Taru Kadhi Leje",https://archive.org/download/KavirajPad/Gurupurnima%20Chhe%20Ram.mp3,"https://archive.org/download/KavirajPadLyrics/Gurupurnima%20Chhe%20Ram,%20Taru%20Kadhi.pdf"
330,"હાં રે હોજી દાદાજી, તમારા વિના","Ha Re Hoji Dadaji, Tamara Vina",https://archive.org/download/KavirajPad/Hanre%20Hoji%20Dadaji%20Tamara%20Vina%20-%20LA%20REC%201994.mp3,"https://archive.org/download/KavirajPadLyrics/Ha%20Re%20Hoji%20Dadaji,%20Tamara%20Vina.pdf"
331,હજ્જારો વર્ષથી સજ્જન થયાં હડધૂત કળીયુગે,Hajaro Varshthi Sajjan Thaya Hadadhut,https://archive.org/download/KavirajPad/86_8_Hajjaro%20Varothi%20Sajjan%20Thaya.mp3,https://archive.org/download/KavirajPadLyrics/86_8_Hajjaro%20Varothi%20Sajjan%20Thaya.pdf
332,હાલક-ડોલક નૌકામાં,Halak-Dolak Naukama,https://archive.org/download/KavirajPad/Halak%20Dolak%20Naukaman.mp3,https://archive.org/download/KavirajPadLyrics/page_0277.pdf
333,હમારી પ્યાસી અતૃપ્તિ,Hamari Pyasi Atrupti,https://archive.org/download/KavirajPad/Hamari%20Pyasi%20Atrupti.mp3,https://archive.org/download/KavirajPadLyrics/CD67-05%20Hamari%20Pyasi%20Atrupti.pdf
334,"હેપી બર્થડે ટુ યુ, જ્ઞાની","Happy Birthday To You, Gnani",https://archive.org/download/KavirajPad/Happy%20Birthday%20To%20You%20Gnani.mp3,https://archive.org/download/KavirajPadLyrics/page_0405.pdf
335,હરીવર મુજને હરી ગયો (રાગ ભૈરવી),Harivar Mujne Hari Gayo (Raag Bhairvi),https://archive.org/download/KavirajPad/Harivar%20Mujane%20Hari%20Gayo.mp3,https://archive.org/download/KavirajPadLyrics/harivar%20mujne%20hari%20gayo-12-11.pdf
336,હસતો રમતો થાય,Hasato Ramto Thay,https://archive.org/download/KavirajPad/Hasato%20Ramato%20Thay%20Dadano%20Satsang.mp3,https://archive.org/download/KavirajPadLyrics/page_0511.pdf
337,"હસતે મુખે ઝેર પીએ, નીલકંઠી ખાનદાન","Haste Mukhe Zer Piye, Nilkanthi Khandan",https://archive.org/download/KavirajPad/3%20Hasate%20Mukhe%20Zer%20Piae.mp3,https://archive.org/download/KavirajPadLyrics/page_0005.pdf
338,હવે છબછબિયાં નથી,Have Chhabchhabiya Nathi,https://archive.org/download/KavirajPad/Have%20Chhabchhabiya%20Nathi.mp3,https://archive.org/download/KavirajPadLyrics/page_0281.pdf
339,"હવે તો મોક્ષે જાવું છે, બીજો કોઈ","Have To Mokshe Javu Chhe, Bijo Koi",https://archive.org/download/KavirajPad/13%20Haveto%20Mokshe%20Javu%20Chhe.mp3,https://archive.org/download/KavirajPadLyrics/Pages%20from%20CD-01-2.pdf
340,હે 'દાદા'! આપનાં સ્મરણો,He 'Dada'! Aapna Smarano,https://archive.org/download/KavirajPad/03%20He%20dada%20Aapana%20Sansmarano.mp3,https://archive.org/download/KavirajPadLyrics/CD65-03%20He%20Dada%20%20Aapna%20Smarano.pdf
341,હે 'દાદાશ્રી' પરમ કૃપાળુ,He 'Dadashri' Param Krupalu,https://archive.org/download/KavirajPad/He%20Dadashree%20Param%20Krupalu.mp3,https://archive.org/download/KavirajPadLyrics/page_0712.pdf
342,હે આતમ સ્વ-કલ્યાણ,He Aatam Swa-kalyan,https://archive.org/download/KavirajPad/He%20Aatam%20Swa%20Kalyan%20Stravar.mp3,https://archive.org/download/KavirajPadLyrics/page_0582.pdf
343,હે દાદા અ-કર્તા કિરતાર,He Dada A-Karta Kirtar,https://archive.org/download/KavirajPad/He%20Dada%20Akarta%20Kirtar.mp3,https://archive.org/download/KavirajPadLyrics/page_0561.pdf
344,હે દાદાજી! તમને,He Dadaji! Tamane,https://archive.org/download/KavirajPad/He%20Dadaji%20Tamane%20Nathi%20Me%20Joya%20Te.mp3,https://archive.org/download/KavirajPadLyrics/He%20Dadaji!%20Tamane.pdf
345,હે દાદાનાં ગાનારાં,He Dadana Ganara,https://archive.org/download/KavirajPad/He%20Dadana%20Ganara.mp3,https://archive.org/download/KavirajPadLyrics/He%20Dadana%20Ganara.pdf
346,હે જી! આજે આતમનો ભાળ્યો રે ઉજાશ,He Ji! Aaje Aatamano Bhabyo Re Ujash,https://archive.org/download/KavirajPad/He%20Ji%20Aaje%20Aatamno.mp3,https://archive.org/download/KavirajPadLyrics/page_0552.pdf
347,"હે કરૂણા સાગર, હે તરણ તારણ","He Karuna Sagar, He Taran Taaran",https://archive.org/download/KavirajPad/He%20Karunasagar%20He%20Tarantaran.mp3,https://archive.org/download/KavirajPadLyrics/page_0416.pdf
348,"હે કરૂણા-સાગર પ્રભુ, 'લક્ષ' પ્રકાશ",He Karuna-Sagar Prabhu Laksha,https://archive.org/download/KavirajPad/82_1_He%20KaruNa%20Sagar%20Prabhu.mp3,https://archive.org/download/KavirajPadLyrics/82_1_He%20KaruNa%20Sagar%20Prabhu.pdf
349,હે નિરાગી નિર્વિકારી,He Niragi Nirvikari,https://archive.org/download/KavirajPad/He%20Niragi%20Nirvikari.mp3,https://archive.org/download/KavirajPadLyrics/page_0348.pdf
350,હે પ્રભુ! હું તને શું કહું? હૈયું ન રહેતું,He Prabhu Hu Tane Shu Kahu,https://archive.org/download/KavirajPad/87_1_He%20prabhu%20hu%20tame%20shu%20kahu.mp3,https://archive.org/download/KavirajPadLyrics/87_1_He%20prabhu%20hu%20tame%20shu%20kahu.pdf
351,"हे साईबाबा, शांती-विधाता","He Saibaba, Shanti-Vidhata",https://archive.org/download/KavirajPad/He%20Saibaba%20Shanti%20Vidhata.mp3,"https://archive.org/download/KavirajPadLyrics/He%20Saibaba,%20Shanti-Vidhata.pdf"
352,હે ઘટમાં ઘૂંટાય ઘેરૂં નામ,Hey Ghatma Ghutay Gehru Nam,https://archive.org/download/KavirajPad/He%20Ghat%20Ma%20Ghantay%20Gheru%20Nam.mp3,https://archive.org/download/KavirajPadLyrics/hey%20ghat%20ma%20ghuntay.pdf
353,હે પવન પવિત્રા,Hey Pavan Pavitra,https://archive.org/download/KavirajPad/He%20Pavan%20Pavitra%20Pruthvi.mp3,https://archive.org/download/KavirajPadLyrics/page_0546.pdf
354,"હે સીમંધર સ્વામી, તુમ શરણોમાં","Hey Simandhar Swami, Tum Sharanoma",https://archive.org/download/KavirajPad/He%20Simandhar%20Swami%20Tum%20Sharnoma.mp3,https://archive.org/download/KavirajPadLyrics/Hey%20Simandhar%20swami%20tum%20sharanoma-05-02.pdf
355,"હું બાવો, ને મંગળદાસ","Hu Bavo, Ne Mangaldas",https://archive.org/download/KavirajPad/Hu%20Bavo%20Ne%20Mangaldas.mp3,https://archive.org/download/KavirajPadLyrics/page_0524.pdf
356,"હું પદની કેદ - મમત, મારું નામ",Hu Padni Ked-Mamat Maru Nam,https://archive.org/download/KavirajPad/85_2_Hu%20Pad%20ni%20ked-Mamat%20maru%20naam.mp3,https://archive.org/download/KavirajPadLyrics/85_2_Hu%20Pad%20ni%20ked-Mamat%20maru%20naam.pdf
357,"હું શોધું છું, ક્યાં સાંપડશે?","Hu Shodhu Chhu, Kya Sampadshe?",https://archive.org/download/KavirajPad/Hu%20Shodhu%20Chhu%20Te%20Kya%20Malashe.mp3,https://archive.org/download/KavirajPadLyrics/hu%20shodhu%20chhu-09-07.pdf
358,હું શુદ્ધાત્મા અક્રિય છું,Hu Shuddhatma Akriya Chhu,https://archive.org/download/KavirajPad/Hun%20Shudhdhatma%20Akriy.mp3,https://archive.org/download/KavirajPadLyrics/CD66-07%20Hu%20Shuddhatma%20Akriya%20Chhu.pdf
359,હું તારી મહીં બેસી ગ્યો છું,Hu Tari Mahi Besi Gyo Chhu,https://archive.org/download/KavirajPad/Hu%20Tari%20Mahi%20Besi%20Gyo%20Chhu.mp3,https://archive.org/download/KavirajPadLyrics/page_0705.pdf
360,"હું દાદા ભગવાનને રે, વંદન કરું છું રે","Hun Dada Bhagwanne Re, Vandan Karu Chhu Re",https://archive.org/download/KavirajPad/Hun%20Dada%20Bhagavanne%20Re%20Vandan%20Karuchhu.mp3,https://archive.org/download/KavirajPadLyrics/page_0611.pdf
361,હું તું તે કર્તા નથી કોઈ જગ ઊભું છે હીસાબે,Hun Tu Te Karta Nathi Koi Jag Ubhu Chhe Hisabe,https://archive.org/download/KavirajPad/H%20Tu%20Te%20Karta%20Nathi.mp3,https://archive.org/download/KavirajPadLyrics/hu%20tu%20ke%20karta.pdf
362,इक्कठे मिलकर,Ikaththe Milakar,https://archive.org/download/KavirajPad/08%20Ekaththe%20Milakar.mp3,https://archive.org/download/KavirajPadLyrics/CD65-08%20Ekatthe%20Milkar.pdf
363,જાતે ન બોલ્યું કોઈ કાળે 'હું પ્રગટ ભગવાન',Jaate Na Bolyu Koi Kaale 'Hun Pragat Bhagawan',https://archive.org/download/KavirajPad/Jate%20Na%20Bolyu%20Koi.mp3,https://archive.org/download/KavirajPadLyrics/page_0183.pdf
364,જાડી વાતોમાં દ્રવ્યાનુયોગ,Jadi Vatoma Dravyanuyog,https://archive.org/download/KavirajPad/Jadi%20Vato%20Ma%20Duvyanu%20Yog.mp3,https://archive.org/download/KavirajPadLyrics/jadi%20vatoma.pdf
365,જગત ભોગવતું કોઈ નથી ફક્ત અપમાનના ડરથી,Jagat Bhogavtu Koi Nathi Fakta Apamanana Darathi,https://archive.org/download/KavirajPad/Jagat%20Bhogvatun%20Koi%20Nathi.mp3,https://archive.org/download/KavirajPadLyrics/CD67-04%20Jagat%20Bhogavatu%20Koi%20Nathi.pdf
366,"જગત ઢૂંઢે અનુકૂળતા, જે સંયોગે મળે","Jagat Dhundhe Anukulta, Je Sanyoge Male",https://archive.org/download/KavirajPad/Jagat%20Dhundhe%20Anukulat.mp3,https://archive.org/download/KavirajPadLyrics/Pages%20from%20CD-75.pdf
367,"જગત કલ્યાણને કાજે, અમે ધરીય ઓ છે દાદા ભેખ","Jagat Kalyane Kaje, Ame Dhariyh O Chhe Dada Bhekh",https://archive.org/download/KavirajPad/Jagat%20Kalyan%20Ne%20Kaje.mp3,https://archive.org/download/KavirajPadLyrics/Jagat%20kalyanne%20kaje-31-10.pdf
368,"જગત રૂપ કોયડા સર્વે, 'ડખા'થી આવેલી",Jagat Roop Koyada Sarve,https://archive.org/download/KavirajPad/88_6_Jagat%20roop%20koyada%20sarve.mp3,https://archive.org/download/KavirajPadLyrics/88_6_Jagat%20roop%20koyada%20sarve.pdf
